,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName_Yes,HasName_No,Age_in_Months,Colors,Breeds
1992,Transfer,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
1993,Transfer,0,0,0,1,0,0,1,1,0,12.0,Tan,Mix
1994,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
1995,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
1996,Adoption,0,0,0,1,0,0,1,1,0,8.0,Black,Mix
1997,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,BiColor,Mix
1998,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
1999,Transfer,0,0,1,0,0,0,1,0,1,12.0,BiColor,Hybrid
2000,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
2001,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
2002,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2003,Adoption,0,0,0,1,0,1,0,0,1,3.0,BiColor,Mix
2004,Return_to_owner,0,0,0,1,0,0,1,1,0,84.0,Red,Mix
2005,Transfer,0,0,0,1,0,1,0,1,0,12.0,Calico,Mix
2006,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2007,Return_to_owner,0,0,0,1,0,0,1,1,0,108.0,BiColor,Mix
2008,Transfer,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
2009,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
2010,Transfer,0,0,0,0,1,1,0,0,1,12.0,BiColor,Mix
2011,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Purebreed
2012,Adoption,0,0,0,1,0,0,1,1,0,12.0,Sable,Hybrid
2013,Transfer,1,0,0,0,0,0,1,0,1,4.0,BiColor,Mix
2014,Adoption,0,0,0,1,0,0,1,1,0,2.0,White,Mix
2015,Adoption,0,0,1,0,0,1,0,1,0,3.0,Tabby,Mix
2016,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
2017,Adoption,0,0,0,1,0,0,1,1,0,3.0,BiColor,Mix
2018,Transfer,0,0,0,0,1,1,0,0,1,0.75,BiColor,Mix
2019,Transfer,0,1,0,0,0,0,1,1,0,96.0,BiColor,Mix
2020,Transfer,1,0,0,0,0,1,0,1,0,2.0,Black,Mix
2021,Transfer,0,1,0,0,0,0,1,0,1,1.0,Brown,Mix
2022,Euthanasia,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
2023,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
2024,Transfer,0,1,0,0,0,1,0,0,1,0.75,Tabby,Mix
2025,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,Yellow,Mix
2026,Transfer,0,1,0,0,0,0,1,0,1,2.0,BiColor,Mix
2027,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2028,Transfer,0,1,0,0,0,1,0,1,0,0.0,Tabby,Mix
2029,Return_to_owner,0,1,0,0,0,0,1,0,1,3.0,BiColor,Mix
2030,Adoption,0,0,0,1,0,1,0,1,0,120.0,Tabby,Mix
2031,Euthanasia,0,1,0,0,0,0,1,1,0,24.0,BiColor,Hybrid
2032,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
2033,Euthanasia,0,0,1,0,0,1,0,0,1,60.0,BiColor,Mix
2034,Transfer,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
2035,Transfer,1,0,0,0,0,0,1,0,1,2.0,BiColor,Mix
2036,Transfer,1,0,0,0,0,1,0,0,1,0.75,Tabby,Mix
2037,Return_to_owner,0,0,0,1,0,0,1,1,0,120.0,Tricolor,Mix
2038,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
2039,Adoption,0,0,1,0,0,0,1,0,1,5.0,BiColor,Hybrid
2040,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
2041,Adoption,0,0,0,1,0,0,1,0,1,12.0,Brown,Mix
2042,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2043,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
2044,Transfer,0,1,0,0,0,0,1,0,1,24.0,BiColor,Mix
2045,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
2046,Transfer,1,0,0,0,0,1,0,0,1,0.75,Tabby,Mix
2047,Euthanasia,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2048,Adoption,0,0,1,0,0,1,0,0,1,2.0,Tabby,Mix
2049,Adoption,0,0,0,1,0,1,0,1,0,1.0,Blue,Mix
2050,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
2051,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Hybrid
2052,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
2053,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,Brown,Hybrid
2054,Adoption,0,0,0,1,0,0,1,1,0,24.0,Brown Brindle,Hybrid
2055,Transfer,0,0,0,1,0,0,1,1,0,12.0,Other,Mix
2056,Transfer,0,0,0,0,1,1,0,0,1,0.25,Tabby,Mix
2057,Adoption,0,0,1,0,0,0,1,1,0,8.0,BiColor,Purebreed
2058,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2059,Return_to_owner,0,0,1,0,0,0,1,1,0,144.0,Brown,Mix
2060,Transfer,1,0,0,0,0,1,0,1,0,36.0,Tortie,Mix
2061,Transfer,0,1,0,0,0,1,0,1,0,24.0,BiColor,Mix
2062,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,Black,Mix
2063,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
2064,Transfer,0,0,0,0,1,1,0,0,1,0.25,Black,Mix
2065,Adoption,0,0,1,0,0,0,1,0,1,1.0,Black,Mix
2066,Adoption,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
2067,Adoption,0,0,0,1,0,1,0,1,0,2.0,Torbie,Mix
2068,Euthanasia,1,0,0,0,0,1,0,0,1,6.0,Calico,Mix
2069,Transfer,0,0,0,0,1,1,0,0,1,12.0,Black,Mix
2070,Adoption,0,1,0,0,0,1,0,1,0,3.0,Blue,Mix
2071,Adoption,1,0,0,0,0,1,0,1,0,2.0,Tortie,Mix
2072,Return_to_owner,0,0,0,1,0,0,1,1,0,9.0,Sable,Mix
2073,Transfer,0,0,1,0,0,1,0,1,0,36.0,Black,Mix
2074,Transfer,1,0,0,0,0,1,0,1,0,1.0,Black,Mix
2075,Transfer,1,0,0,0,0,1,0,0,1,5.0,Tabby,Mix
2076,Transfer,0,0,0,1,0,0,1,1,0,3.0,BiColor,Hybrid
2077,Adoption,0,0,1,0,0,0,1,1,0,84.0,BiColor,Mix
2078,Transfer,0,0,1,0,0,1,0,1,0,24.0,Black,Mix
2079,Return_to_owner,0,1,0,0,0,0,1,1,0,9.0,BiColor,Purebreed
2080,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
2081,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Tricolor,Hybrid
2082,Adoption,0,0,0,1,0,0,1,1,0,5.0,BiColor,Hybrid
2083,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,BiColor,Hybrid
2084,Transfer,0,1,0,0,0,0,1,1,0,1.0,BiColor,Hybrid
2085,Adoption,0,0,0,1,0,0,1,1,0,36.0,Other,Mix
2086,Transfer,0,1,0,0,0,1,0,0,1,4.0,Tabby,Mix
2087,Adoption,0,0,0,1,0,0,1,1,0,108.0,BiColor,Mix
2088,Adoption,0,0,0,1,0,0,1,1,0,72.0,BiColor,Mix
2089,Adoption,0,0,0,1,0,0,1,1,0,24.0,Tricolor,Mix
2090,Transfer,0,0,0,0,1,1,0,0,1,0.5,Tabby,Mix
2091,Return_to_owner,0,0,1,0,0,1,0,1,0,36.0,Black,Mix
2092,Transfer,1,0,0,0,0,0,1,1,0,4.0,BiColor,Mix
2093,Euthanasia,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
2094,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Hybrid
2095,Transfer,1,0,0,0,0,0,1,0,1,1.0,Red,Mix
2096,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
2097,Adoption,0,1,0,0,0,1,0,1,0,4.0,BiColor,Mix
2098,Adoption,0,0,1,0,0,0,1,1,0,12.0,Tan,Mix
2099,Transfer,0,0,0,1,0,0,1,0,1,12.0,White,Purebreed
2100,Transfer,0,0,0,1,0,1,0,1,0,6.0,Black,Mix
2101,Transfer,1,0,0,0,0,1,0,0,1,3.0,BiColor,Mix
2102,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Yellow,Hybrid
2103,Euthanasia,1,0,0,0,0,1,0,0,1,12.0,Tortie,Mix
2104,Transfer,0,0,0,1,0,1,0,1,0,60.0,Tortie,Mix
2105,Transfer,1,0,0,0,0,1,0,0,1,3.0,Tabby,Mix
2106,Adoption,0,0,0,1,0,1,0,0,1,2.0,Tortie,Mix
2107,Adoption,0,1,0,0,0,0,1,1,0,12.0,BiColor,Hybrid
2108,Transfer,0,0,0,1,0,0,1,1,0,72.0,BiColor,Mix
2109,Transfer,1,0,0,0,0,0,1,0,1,1.0,BiColor,Mix
2110,Adoption,1,0,0,0,0,0,1,1,0,2.0,BiColor,Mix
2111,Adoption,0,0,0,1,0,1,0,1,0,24.0,Calico,Mix
2112,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
2113,Transfer,0,0,1,0,0,1,0,1,0,120.0,BiColor,Mix
2114,Transfer,0,1,0,0,0,1,0,0,1,0.75,Tabby,Mix
2115,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2116,Transfer,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
2117,Transfer,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
2118,Transfer,0,0,0,1,0,0,1,1,0,120.0,Black,Mix
2119,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
2120,Transfer,0,0,0,1,0,0,1,1,0,12.0,BiColor,Purebreed
2121,Adoption,0,0,1,0,0,1,0,1,0,4.0,Black,Mix
2122,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2123,Euthanasia,0,0,0,1,0,0,1,0,1,96.0,BiColor,Hybrid
2124,Transfer,1,0,0,0,0,0,1,1,0,7.0,BiColor,Mix
2125,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
2126,Transfer,0,1,0,0,0,1,0,0,1,0.0,Tabby,Mix
2127,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
2128,Transfer,0,0,0,0,1,1,0,0,1,0.75,Tabby,Mix
2129,Adoption,0,0,0,1,0,1,0,1,0,144.0,Tabby,Mix
2130,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2131,Adoption,0,0,1,0,0,0,1,1,0,6.0,BiColor,Mix
2132,Adoption,0,0,0,1,0,0,1,1,0,12.0,Buff,Mix
2133,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
2134,Transfer,1,0,0,0,0,0,1,0,1,2.0,Black,Mix
2135,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,BiColor,Mix
2136,Return_to_owner,0,0,1,0,0,0,1,1,0,9.0,Black,Mix
2137,Return_to_owner,0,1,0,0,0,0,1,1,0,132.0,Tan,Mix
2138,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2139,Adoption,0,0,0,1,0,0,1,1,0,5.0,BiColor,Mix
2140,Transfer,0,0,0,1,0,1,0,0,1,2.0,Tabby,Mix
2141,Return_to_owner,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
2142,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
2143,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
2144,Adoption,0,0,1,0,0,0,1,0,1,12.0,BiColor,Mix
2145,Adoption,0,0,1,0,0,0,1,1,0,72.0,Red,Mix
2146,Transfer,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
2147,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
2148,Return_to_owner,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
2149,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2150,Transfer,0,1,0,0,0,1,0,0,1,4.0,Tabby,Mix
2151,Euthanasia,0,1,0,0,0,1,0,0,1,96.0,BiColor,Mix
2152,Transfer,0,0,0,1,0,0,1,0,1,36.0,Tricolor,Mix
2153,Euthanasia,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2154,Euthanasia,0,1,0,0,0,0,1,1,0,48.0,BiColor,Mix
2155,Adoption,0,0,1,0,0,1,0,1,0,60.0,Tabby,Mix
2156,Adoption,1,0,0,0,0,1,0,1,0,2.0,BiColor,Mix
2157,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
2158,Transfer,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
2159,Euthanasia,1,0,0,0,0,1,0,1,0,168.0,BiColor,Mix
2160,Adoption,0,0,0,1,0,0,1,0,1,12.0,Black,Mix
2161,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
2162,Transfer,0,0,0,1,0,0,1,0,1,12.0,Tricolor,Mix
2163,Transfer,0,0,0,0,1,1,0,0,1,8.0,Tabby,Mix
2164,Transfer,1,0,0,0,0,1,0,0,1,1.0,Tabby,Mix
2165,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
2166,Euthanasia,0,0,0,1,0,0,1,1,0,72.0,BiColor,Mix
2167,Adoption,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
2168,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Buff,Mix
2169,Transfer,0,0,1,0,0,1,0,1,0,12.0,Tabby,Mix
2170,Return_to_owner,0,0,1,0,0,1,0,1,0,48.0,BiColor,Mix
2171,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2172,Adoption,0,0,1,0,0,1,0,1,0,2.0,Blue,Mix
2173,Transfer,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2174,Transfer,0,1,0,0,0,1,0,0,1,24.0,Tabby,Mix
2175,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
2176,Transfer,0,0,0,1,0,1,0,0,1,12.0,BiColor,Mix
2177,Return_to_owner,0,0,0,1,0,1,0,1,0,24.0,Tortie,Mix
2178,Return_to_owner,0,0,0,1,0,0,1,1,0,168.0,BiColor,Mix
2179,Adoption,0,0,0,1,0,1,0,0,1,3.0,Tabby,Mix
2180,Adoption,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
2181,Euthanasia,0,1,0,0,0,0,1,1,0,120.0,BiColor,Mix
2182,Transfer,0,0,1,0,0,0,1,1,0,6.0,Other,Mix
2183,Adoption,0,0,1,0,0,0,1,1,0,4.0,BiColor,Mix
2184,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2185,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Red,Mix
2186,Transfer,0,0,0,1,0,1,0,1,0,60.0,Blue,Mix
2187,Euthanasia,1,0,0,0,0,0,1,0,1,12.0,BiColor,Hybrid
2188,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
2189,Transfer,0,1,0,0,0,1,0,1,0,1.0,Other,Mix
2190,Transfer,0,0,1,0,0,1,0,1,0,12.0,White,Mix
2191,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,Black,Mix
2192,Adoption,0,0,0,1,0,1,0,1,0,1.0,Tortie,Purebreed
2193,Transfer,0,0,1,0,0,0,1,1,0,84.0,BiColor,Mix
2194,Return_to_owner,0,0,0,1,0,0,1,1,0,108.0,Brown,Mix
2195,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
2196,Return_to_owner,0,0,1,0,0,0,1,0,1,24.0,BiColor,Mix
2197,Adoption,0,0,0,1,0,0,1,1,0,120.0,BiColor,Mix
2198,Adoption,0,0,0,1,0,1,0,0,1,2.0,Calico,Mix
2199,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Cream,Mix
2200,Adoption,0,0,1,0,0,1,0,1,0,36.0,Lynx Point,Mix
2201,Adoption,0,0,1,0,0,0,1,0,1,1.0,Brown,Mix
2202,Adoption,0,0,1,0,0,1,0,1,0,4.0,Black,Mix
2203,Transfer,1,0,0,0,0,1,0,0,1,24.0,Tortie,Mix
2204,Transfer,0,0,0,1,0,1,0,1,0,96.0,BiColor,Mix
2205,Transfer,0,1,0,0,0,0,1,0,1,3.0,Tricolor,Mix
2206,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2207,Euthanasia,0,0,0,1,0,1,0,0,1,24.0,Tabby,Mix
2208,Transfer,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
2209,Adoption,0,0,1,0,0,1,0,0,1,3.0,Black,Mix
2210,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2211,Return_to_owner,0,0,1,0,0,0,1,1,0,108.0,BiColor,Mix
2212,Transfer,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
2213,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,Tricolor,Hybrid
2214,Transfer,1,0,0,0,0,1,0,0,1,0.75,Tabby,Mix
2215,Transfer,1,0,0,0,0,1,0,0,1,0.5,Tabby,Mix
2216,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2217,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
2218,Transfer,1,0,0,0,0,0,1,1,0,3.0,BiColor,Mix
2219,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2220,Transfer,0,0,0,0,1,1,0,0,1,24.0,Tabby,Mix
2221,Adoption,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
2222,Transfer,0,1,0,0,0,1,0,0,1,6.0,BiColor,Mix
2223,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,BiColor,Purebreed
2224,Transfer,1,0,0,0,0,0,1,0,1,1.0,BiColor,Mix
2225,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2226,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2227,Transfer,0,0,0,1,0,0,1,1,0,5.0,Cream,Mix
2228,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Blue,Mix
2229,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,BiColor,Mix
2230,Transfer,0,0,1,0,0,0,1,1,0,72.0,White,Purebreed
2231,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,White,Hybrid
2232,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,BiColor,Mix
2233,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2234,Transfer,0,0,0,1,0,0,1,1,0,6.0,BiColor,Mix
2235,Adoption,0,1,0,0,0,0,1,1,0,2.0,BiColor,Mix
2236,Adoption,0,0,0,1,0,1,0,1,0,2.0,Black,Mix
2237,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
2238,Adoption,0,0,1,0,0,1,0,1,0,3.0,BiColor,Mix
2239,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2240,Adoption,0,0,1,0,0,0,1,1,0,7.0,BiColor,Mix
2241,Transfer,1,0,0,0,0,1,0,0,1,1.0,Black,Mix
2242,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2243,Transfer,0,1,0,0,0,0,1,1,0,24.0,Tricolor,Purebreed
2244,Transfer,0,0,0,1,0,0,1,1,0,48.0,Black,Purebreed
2245,Transfer,0,0,0,0,1,1,0,0,1,0.5,BiColor,Mix
2246,Transfer,0,0,1,0,0,1,0,1,0,4.0,Black,Purebreed
2247,Euthanasia,0,1,0,0,0,1,0,0,1,84.0,BiColor,Mix
2248,Transfer,0,0,1,0,0,0,1,1,0,36.0,Tricolor,Mix
2249,Adoption,0,0,1,0,0,1,0,1,0,24.0,Other,Mix
2250,Transfer,1,0,0,0,0,1,0,1,0,1.0,Tabby,Mix
2251,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2252,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2253,Transfer,0,0,1,0,0,0,1,1,0,84.0,Blue,Purebreed
2254,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,White,Purebreed
2255,Transfer,0,1,0,0,0,0,1,0,1,2.0,BiColor,Mix
2256,Adoption,0,0,0,1,0,0,1,1,0,36.0,Red,Hybrid
2257,Transfer,1,0,0,0,0,0,1,1,0,36.0,White,Hybrid
2258,Adoption,0,0,0,1,0,0,1,0,1,7.0,Other,Mix
2259,Euthanasia,1,0,0,0,0,0,1,0,1,48.0,BiColor,Mix
2260,Transfer,0,1,0,0,0,0,1,0,1,1.0,BiColor,Mix
2261,Transfer,0,1,0,0,0,0,1,0,1,5.0,Chocolate,Hybrid
2262,Return_to_owner,0,0,0,1,0,0,1,1,0,96.0,Chocolate,Mix
2263,Transfer,0,0,0,0,1,1,0,0,1,10.0,Tabby,Mix
2264,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
2265,Transfer,0,1,0,0,0,1,0,0,1,36.0,Black,Mix
2266,Adoption,0,0,0,1,0,0,1,1,0,1.0,Tricolor,Mix
2267,Adoption,0,0,1,0,0,0,1,1,0,8.0,BiColor,Mix
2268,Euthanasia,0,0,1,0,0,0,1,1,0,24.0,White,Mix
2269,Adoption,0,0,1,0,0,0,1,0,1,24.0,Red,Mix
2270,Transfer,0,0,0,0,1,1,0,0,1,12.0,Tabby,Mix
2271,Adoption,0,0,0,1,0,1,0,1,0,3.0,BiColor,Mix
2272,Euthanasia,1,0,0,0,0,0,1,1,0,4.0,BiColor,Mix
2273,Transfer,0,0,1,0,0,1,0,0,1,24.0,BiColor,Mix
2274,Return_to_owner,0,0,1,0,0,1,0,1,0,72.0,BiColor,Mix
2275,Adoption,0,0,0,1,0,1,0,1,0,3.0,Black,Mix
2276,Return_to_owner,0,0,1,0,0,0,1,1,0,108.0,BiColor,Hybrid
2277,Return_to_owner,1,0,0,0,0,0,1,1,0,156.0,BiColor,Mix
2278,Transfer,1,0,0,0,0,1,0,1,0,2.0,Tabby,Mix
2279,Transfer,0,0,0,0,1,1,0,0,1,0.0,Cream,Mix
2280,Adoption,0,0,1,0,0,0,1,1,0,12.0,Black,Mix
2281,Transfer,1,0,0,0,0,1,0,0,1,0.0,Tortie,Mix
2282,Transfer,0,0,0,1,0,0,1,1,0,24.0,Brown,Purebreed
2283,Return_to_owner,0,0,0,1,0,0,1,1,0,4.0,BiColor,Mix
2284,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,Other,Mix
2285,Transfer,0,1,0,0,0,0,1,1,0,36.0,Brown,Mix
2286,Euthanasia,0,1,0,0,0,1,0,0,1,12.0,BiColor,Mix
2287,Adoption,0,0,1,0,0,1,0,1,0,3.0,BiColor,Mix
2288,Transfer,1,0,0,0,0,1,0,0,1,0.75,Black,Mix
2289,Transfer,0,0,1,0,0,0,1,1,0,36.0,Red,Purebreed
2290,Transfer,0,1,0,0,0,1,0,0,1,24.0,Tabby,Mix
2291,Transfer,0,1,0,0,0,1,0,0,1,0.0,Black,Mix
2292,Adoption,0,0,1,0,0,0,1,0,1,2.0,Tricolor,Hybrid
2293,Transfer,0,0,0,1,0,1,0,0,1,96.0,Blue,Mix
2294,Transfer,0,1,0,0,0,0,1,1,0,12.0,BiColor,Mix
2295,Died,0,0,0,1,0,0,1,1,0,10.0,White,Mix
2296,Adoption,0,0,0,1,0,0,1,0,1,6.0,BiColor,Mix
2297,Transfer,0,1,0,0,0,0,1,1,0,36.0,BiColor,Purebreed
2298,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2299,Transfer,0,1,0,0,0,1,0,1,0,4.0,BiColor,Mix
2300,Transfer,0,0,0,1,0,0,1,1,0,36.0,BiColor,Hybrid
2301,Transfer,1,0,0,0,0,1,0,0,1,24.0,BiColor,Mix
2302,Euthanasia,1,0,0,0,0,0,1,0,1,2.0,BiColor,Mix
2303,Adoption,0,0,1,0,0,1,0,1,0,3.0,Tabby,Mix
2304,Transfer,0,0,0,0,1,1,0,0,1,6.0,Tabby,Mix
2305,Euthanasia,0,1,0,0,0,0,1,0,1,6.0,BiColor,Mix
2306,Transfer,1,0,0,0,0,1,0,0,1,0.0,BiColor,Mix
2307,Adoption,0,0,1,0,0,1,0,0,1,2.0,Tabby,Mix
2308,Transfer,1,0,0,0,0,1,0,1,0,0.25,Tabby,Mix
2309,Return_to_owner,0,0,1,0,0,0,1,1,0,108.0,BiColor,Hybrid
2310,Transfer,0,0,0,1,0,0,1,1,0,8.0,BiColor,Purebreed
2311,Adoption,0,0,0,1,0,0,1,1,0,60.0,BiColor,Hybrid
2312,Adoption,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
2313,Transfer,0,0,0,1,0,0,1,1,0,2.0,Tan,Mix
2314,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
2315,Adoption,0,0,1,0,0,0,1,1,0,72.0,White,Mix
2316,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
2317,Adoption,0,0,1,0,0,0,1,1,0,108.0,Tan,Mix
2318,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
2319,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
2320,Adoption,0,0,1,0,0,1,0,1,0,120.0,Other,Purebreed
2321,Transfer,0,0,1,0,0,0,1,1,0,108.0,Red,Mix
2322,Adoption,0,0,0,1,0,1,0,1,0,2.0,Black,Mix
2323,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,BiColor,Mix
2324,Transfer,1,0,0,0,0,1,0,0,1,0.5,BiColor,Mix
2325,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
2326,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
2327,Transfer,0,0,0,1,0,1,0,1,0,24.0,BiColor,Mix
2328,Adoption,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
2329,Transfer,0,0,0,0,1,0,1,0,1,0.0,White,Mix
2330,Transfer,0,0,0,1,0,1,0,0,1,24.0,Tabby,Mix
2331,Adoption,0,0,1,0,0,0,1,1,0,36.0,Black,Mix
2332,Adoption,0,0,0,1,0,0,1,1,0,36.0,Tan,Mix
2333,Transfer,1,0,0,0,0,1,0,1,0,2.0,White,Mix
2334,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
2335,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
2336,Adoption,0,0,1,0,0,0,1,1,0,4.0,BiColor,Mix
2337,Transfer,0,1,0,0,0,1,0,0,1,1.0,Tabby,Mix
2338,Adoption,0,0,0,1,0,1,0,1,0,120.0,BiColor,Mix
2339,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
2340,Transfer,0,0,1,0,0,1,0,1,0,9.0,Tabby,Mix
2341,Transfer,0,0,1,0,0,0,1,0,1,12.0,Yellow,Purebreed
2342,Adoption,1,0,0,0,0,1,0,1,0,2.0,BiColor,Mix
