,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName,Age_in_Months,Adopted_Month,Adopted_Time,Colors,Breeds
1580,Adoption,0,0,0,1,0,0,1,1,2.0,6,17,13924,22298
1581,Transfer,0,0,0,1,0,1,0,0,24.0,4,14,532,22298
1582,Adoption,0,0,0,1,0,1,0,1,12.0,8,15,2292,22298
1583,Transfer,0,0,1,0,0,1,0,1,24.0,2,16,2292,22298
1584,Transfer,1,0,0,0,0,0,1,1,12.0,9,15,13924,1391
1585,Adoption,0,0,1,0,0,1,0,1,6.0,1,11,3212,22298
1586,Adoption,0,0,1,0,0,1,0,0,2.0,6,10,2292,22298
1587,Adoption,0,0,1,0,0,1,0,1,2.0,10,16,2292,22298
1588,Adoption,0,0,0,1,0,0,1,1,2.0,10,13,13924,22298
1589,Adoption,0,0,1,0,0,0,1,0,2.0,6,11,13924,3040
1590,Transfer,0,1,0,0,0,0,1,1,48.0,5,16,13924,1391
1591,Adoption,0,0,0,1,0,1,0,0,1.0,6,10,3212,22298
1592,Transfer,0,0,1,0,0,0,1,1,12.0,1,11,13924,1391
1593,Adoption,0,0,1,0,0,0,1,1,12.0,8,17,13924,22298
1594,Adoption,0,0,0,1,0,0,1,0,24.0,12,1,13924,22298
1595,Transfer,0,1,0,0,0,1,0,0,12.0,10,13,2292,22298
1596,Adoption,0,0,0,1,0,1,0,1,2.0,6,13,3212,22298
1597,Transfer,1,0,0,0,0,1,0,0,0.75,4,14,3212,22298
1598,Transfer,0,1,0,0,0,1,0,0,3.0,8,9,13924,22298
1599,Return_to_owner,0,0,0,1,0,0,1,1,84.0,12,4,2772,22298
1600,Transfer,0,1,0,0,0,1,0,0,36.0,9,9,3212,22298
1601,Transfer,1,0,0,0,0,1,0,1,24.0,2,6,2772,22298
1602,Adoption,0,0,0,1,0,0,1,0,1.0,12,4,13924,22298
1603,Transfer,0,0,1,0,0,0,1,0,60.0,2,14,13924,22298
1604,Adoption,0,0,1,0,0,0,1,1,10.0,4,14,2292,3040
1605,Transfer,0,1,0,0,0,0,1,1,2.0,6,12,2772,22298
1606,Transfer,0,1,0,0,0,1,0,0,0.5,5,1,13924,22298
1607,Return_to_owner,0,0,1,0,0,0,1,1,60.0,12,3,13924,22298
1608,Adoption,0,0,0,1,0,0,1,1,2.0,6,18,13924,22298
1609,Adoption,0,0,1,0,0,1,0,1,5.0,3,16,13924,22298
1610,Transfer,0,0,1,0,0,1,0,1,12.0,3,16,3212,22298
1611,Adoption,0,0,1,0,0,0,1,1,24.0,12,17,2772,3040
1612,Adoption,0,0,1,0,0,0,1,1,2.0,5,17,639,3040
1613,Return_to_owner,0,0,1,0,0,0,1,1,36.0,1,14,639,22298
1614,Adoption,0,0,0,1,0,0,1,1,12.0,10,19,13924,22298
1615,Return_to_owner,0,0,0,1,0,0,1,1,24.0,5,16,2772,22298
1616,Transfer,0,0,0,1,0,0,1,0,48.0,3,14,13924,22298
1617,Adoption,0,0,1,0,0,0,1,0,2.0,5,14,2292,22298
1618,Adoption,0,0,1,0,0,0,1,1,2.0,2,14,13924,22298
1619,Adoption,0,0,1,0,0,0,1,1,12.0,2,17,13924,3040
1620,Transfer,0,0,0,0,1,1,0,0,0.5,5,19,2292,22298
1621,Transfer,1,0,0,0,0,0,1,1,2.0,7,14,932,22298
1622,Adoption,0,0,1,0,0,0,1,1,72.0,5,18,13924,3040
1623,Transfer,1,0,0,0,0,1,0,0,1.25,7,14,13924,1391
1624,Return_to_owner,0,0,1,0,0,1,0,1,8.0,11,18,2772,22298
1625,Transfer,0,1,0,0,0,1,0,1,1.0,6,13,13924,22298
1626,Transfer,1,0,0,0,0,1,0,0,4.0,11,12,13924,22298
1627,Transfer,1,0,0,0,0,1,0,0,7.0,10,5,530,22298
1628,Adoption,0,0,0,1,0,1,0,1,2.0,7,17,13924,22298
1629,Return_to_owner,0,0,1,0,0,0,1,1,36.0,11,18,639,22298
1630,Return_to_owner,0,0,1,0,0,1,0,1,24.0,11,7,13924,22298
1631,Adoption,0,0,1,0,0,1,0,1,2.0,7,7,13924,22298
1632,Transfer,1,0,0,0,0,0,1,0,2.0,11,14,13924,22298
1633,Adoption,0,0,1,0,0,1,0,1,2.0,11,5,13924,22298
1634,Transfer,0,0,1,0,0,1,0,0,12.0,3,9,13924,22298
1635,Transfer,0,1,0,0,0,1,0,0,24.0,6,8,13924,22298
1636,Transfer,0,0,1,0,0,0,1,1,24.0,4,18,13924,3040
1637,Return_to_owner,0,0,1,0,0,0,1,1,24.0,2,14,628,22298
1638,Adoption,0,0,1,0,0,0,1,1,3.0,5,1,932,3040
1639,Transfer,1,0,0,0,0,1,0,0,0.5,7,16,3212,22298
1640,Adoption,0,0,0,1,0,1,0,1,1.0,8,24,13924,22298
1641,Transfer,0,0,1,0,0,1,0,1,3.0,10,14,3212,22298
1642,Return_to_owner,0,1,0,0,0,0,1,1,9.0,12,15,13924,22298
1643,Transfer,1,0,0,0,0,1,0,0,0.5,6,13,13924,22298
1644,Transfer,0,0,1,0,0,1,0,1,72.0,2,17,2772,22298
1645,Transfer,0,0,0,1,0,0,1,0,144.0,8,14,13924,22298
1646,Transfer,0,0,0,1,0,1,0,1,9.0,12,14,2772,22298
1647,Transfer,0,0,1,0,0,1,0,1,4.0,10,13,3212,22298
1648,Euthanasia,1,0,0,0,0,0,1,0,144.0,6,12,13924,22298
1649,Adoption,0,0,1,0,0,0,1,1,8.0,1,17,13924,1391
1650,Adoption,0,0,0,1,0,0,1,1,12.0,7,13,13924,22298
1651,Euthanasia,0,0,0,0,1,1,0,0,0.5,6,13,13924,22298
1652,Euthanasia,0,0,1,0,0,1,0,1,24.0,12,14,3212,22298
1653,Adoption,0,0,1,0,0,0,1,1,12.0,10,17,639,22298
1654,Euthanasia,1,0,0,0,0,0,1,1,48.0,10,15,13924,22298
1655,Adoption,0,0,1,0,0,0,1,1,12.0,10,17,628,22298
1656,Adoption,0,0,1,0,0,1,0,0,2.0,6,2,3212,22298
1657,Euthanasia,0,0,1,0,0,0,1,1,96.0,5,3,13924,22298
1658,Transfer,0,1,0,0,0,1,0,0,0.25,4,10,3212,22298
1659,Adoption,0,0,0,1,0,0,1,1,10.0,6,14,13924,3040
1660,Transfer,1,0,0,0,0,1,0,0,3.0,5,8,13924,22298
1661,Return_to_owner,0,0,0,1,0,0,1,1,120.0,10,12,628,22298
1662,Adoption,0,0,0,1,0,0,1,1,4.0,2,18,13924,22298
1663,Transfer,0,0,1,0,0,0,1,1,36.0,4,12,639,22298
1664,Euthanasia,0,0,0,1,0,0,1,1,36.0,7,9,13924,3040
1665,Adoption,0,0,0,1,0,0,1,1,1.0,10,17,639,22298
1666,Return_to_owner,0,0,1,0,0,1,0,1,24.0,11,4,2292,22298
1667,Adoption,0,0,1,0,0,0,1,1,2.0,8,19,639,3040
1668,Adoption,0,0,0,1,0,0,1,1,12.0,7,10,13924,3040
1669,Transfer,0,0,1,0,0,0,1,1,3.0,11,13,2772,22298
1670,Transfer,0,0,1,0,0,1,0,1,2.0,10,12,2772,22298
1671,Return_to_owner,0,0,0,1,0,0,1,1,60.0,11,14,932,3040
1672,Adoption,0,0,0,1,0,0,1,1,24.0,2,17,13924,22298
1673,Adoption,0,0,1,0,0,0,1,1,24.0,3,14,13924,22298
1674,Adoption,0,0,0,1,0,1,0,1,2.0,12,7,2772,22298
1675,Transfer,1,0,0,0,0,0,1,0,0.5,1,14,13924,22298
1676,Transfer,1,0,0,0,0,1,0,0,0.75,11,4,2772,22298
1677,Transfer,0,1,0,0,0,0,1,0,1.0,8,13,2292,22298
1678,Return_to_owner,0,0,1,0,0,0,1,1,36.0,9,14,2772,22298
1679,Transfer,0,0,0,1,0,1,0,1,8.0,4,1,530,22298
1680,Transfer,1,0,0,0,0,1,0,0,12.0,6,9,2292,22298
1681,Adoption,0,0,0,1,0,1,0,0,2.0,8,13,13924,22298
1682,Adoption,0,0,1,0,0,1,0,1,12.0,11,8,13924,22298
1683,Return_to_owner,0,0,1,0,0,0,1,1,120.0,6,16,2292,22298
1684,Transfer,0,1,0,0,0,0,1,1,12.0,1,15,13924,22298
1685,Adoption,0,0,1,0,0,0,1,1,24.0,8,16,13924,22298
1686,Transfer,0,0,0,0,1,1,0,0,0.0,7,18,13924,22298
1687,Transfer,0,0,1,0,0,0,1,1,24.0,2,15,13924,3040
1688,Return_to_owner,0,0,1,0,0,1,0,1,6.0,9,12,2772,22298
1689,Transfer,0,1,0,0,0,1,0,0,0.5,11,17,2292,22298
1690,Return_to_owner,0,0,1,0,0,1,0,1,24.0,1,14,13924,22298
1691,Return_to_owner,0,1,0,0,0,0,1,0,0.5,1,12,13924,22298
1692,Adoption,0,0,0,1,0,0,1,1,84.0,12,11,13924,22298
1693,Transfer,0,1,0,0,0,1,0,1,12.0,2,9,532,22298
1694,Transfer,1,0,0,0,0,1,0,0,0.75,11,15,3212,22298
1695,Adoption,1,0,0,0,0,1,0,1,3.0,10,16,2292,22298
1696,Return_to_owner,0,0,1,0,0,0,1,1,72.0,4,18,13924,22298
1697,Transfer,1,0,0,0,0,1,0,1,1.0,10,15,3212,22298
1698,Transfer,1,0,0,0,0,0,1,0,24.0,12,14,13924,22298
1699,Transfer,0,1,0,0,0,0,1,1,1.0,9,9,2772,22298
1700,Adoption,0,0,1,0,0,0,1,0,3.0,2,10,13924,22298
1701,Adoption,0,0,1,0,0,0,1,0,2.0,8,17,2772,22298
1702,Adoption,0,0,0,1,0,0,1,1,48.0,11,13,13924,1391
1703,Adoption,0,0,1,0,0,0,1,1,12.0,4,16,639,3040
1704,Transfer,0,0,0,1,0,0,1,0,36.0,5,18,2292,22298
1705,Transfer,1,0,0,0,0,1,0,0,4.0,9,9,3212,22298
1706,Adoption,0,0,1,0,0,0,1,1,24.0,2,12,13924,22298
1707,Return_to_owner,0,0,1,0,0,0,1,1,144.0,8,16,2772,1391
1708,Return_to_owner,0,0,1,0,0,0,1,1,60.0,10,17,13924,1391
1709,Adoption,0,0,1,0,0,0,1,1,84.0,12,10,13924,22298
1710,Transfer,1,0,0,0,0,1,0,0,0.5,5,19,530,22298
1711,Adoption,0,0,0,1,0,0,1,1,2.0,3,11,2292,22298
1712,Transfer,0,0,0,1,0,0,1,1,5.0,9,13,628,22298
1713,Adoption,0,0,1,0,0,1,0,1,24.0,8,18,532,22298
1714,Return_to_owner,0,0,0,1,0,1,0,0,4.0,6,19,2772,22298
1715,Return_to_owner,0,0,1,0,0,0,1,1,48.0,7,13,13924,22298
1716,Adoption,0,0,0,1,0,0,1,1,132.0,11,16,13924,22298
1717,Adoption,0,0,0,1,0,0,1,1,12.0,2,11,639,22298
1718,Transfer,0,0,0,0,1,0,1,0,0.0,6,16,628,22298
1719,Return_to_owner,0,0,0,1,0,0,1,1,36.0,1,3,13924,22298
1720,Adoption,0,0,1,0,0,1,0,1,3.0,10,11,2292,22298
1721,Euthanasia,0,1,0,0,0,0,1,1,1.0,10,12,13924,22298
1722,Transfer,0,1,0,0,0,1,0,1,0.75,5,14,3212,22298
1723,Adoption,0,0,0,1,0,1,0,1,6.0,1,13,530,22298
1724,Transfer,0,0,0,0,1,1,0,0,12.0,1,9,13924,22298
1725,Transfer,1,0,0,0,0,1,0,1,1.0,7,15,3212,22298
1726,Adoption,0,0,1,0,0,1,0,1,2.0,5,12,3212,1391
1727,Transfer,0,0,1,0,0,0,1,1,12.0,6,7,13924,22298
1728,Return_to_owner,0,0,1,0,0,0,1,1,36.0,9,12,13924,22298
1729,Return_to_owner,0,0,0,1,0,0,1,1,12.0,10,17,13924,1391
1730,Transfer,0,0,1,0,0,0,1,1,10.0,11,7,13924,22298
1731,Euthanasia,0,0,0,1,0,0,1,1,24.0,12,14,13924,22298
1732,Return_to_owner,0,0,0,1,0,0,1,1,108.0,8,6,13924,3040
1733,Adoption,0,0,1,0,0,0,1,1,7.0,12,1,2772,22298
1734,Euthanasia,0,0,0,0,1,1,0,0,0.0,3,11,3212,22298
1735,Return_to_owner,0,0,1,0,0,0,1,1,9.0,6,17,2292,22298
1736,Transfer,0,0,1,0,0,0,1,0,12.0,10,15,628,22298
1737,Adoption,0,0,1,0,0,0,1,1,36.0,4,4,13924,22298
1738,Return_to_owner,0,0,1,0,0,0,1,1,12.0,7,15,13924,22298
1739,Adoption,0,0,1,0,0,0,1,1,12.0,5,18,13924,22298
1740,Adoption,0,0,0,1,0,1,0,1,36.0,2,12,2292,22298
1741,Adoption,0,1,0,0,0,0,1,1,12.0,10,16,13924,3040
1742,Adoption,0,0,1,0,0,1,0,0,2.0,7,18,2292,22298
1743,Euthanasia,0,0,1,0,0,1,0,1,4.0,6,13,3212,22298
1744,Adoption,0,0,1,0,0,0,1,1,24.0,1,8,13924,22298
1745,Euthanasia,0,1,0,0,0,0,1,1,24.0,11,18,639,22298
1746,Transfer,0,0,0,0,1,1,0,0,12.0,7,9,3212,22298
1747,Adoption,0,0,0,1,0,1,0,1,2.0,1,11,13924,22298
1748,Transfer,1,0,0,0,0,1,0,0,0.75,5,15,2772,22298
1749,Transfer,1,0,0,0,0,1,0,0,12.0,6,9,13924,22298
1750,Euthanasia,0,1,0,0,0,0,1,0,36.0,3,14,13924,3040
1751,Return_to_owner,0,0,0,1,0,0,1,1,12.0,9,18,13924,22298
1752,Return_to_owner,0,0,1,0,0,0,1,1,24.0,6,18,13924,22298
1753,Transfer,0,0,0,1,0,0,1,1,84.0,11,6,2772,22298
1754,Transfer,0,1,0,0,0,1,0,0,0.0,8,18,3212,22298
1755,Transfer,0,0,0,0,1,1,0,0,0.75,8,17,13924,22298
1756,Return_to_owner,0,0,1,0,0,0,1,1,36.0,12,13,13924,22298
1757,Adoption,1,0,0,0,0,1,0,1,2.0,10,24,13924,22298
1758,Adoption,0,0,0,1,0,0,1,1,2.0,6,13,13924,3040
1759,Adoption,0,0,1,0,0,1,0,1,144.0,6,15,13924,22298
1760,Adoption,0,0,1,0,0,0,1,1,10.0,10,17,13924,22298
1761,Adoption,0,0,0,1,0,0,1,0,2.0,6,17,13924,3040
1762,Return_to_owner,0,0,0,1,0,0,1,1,72.0,11,15,13924,3040
1763,Adoption,0,0,0,1,0,1,0,1,2.0,7,1,530,22298
1764,Transfer,0,1,0,0,0,1,0,0,24.0,11,15,13924,22298
1765,Transfer,0,0,0,1,0,0,1,1,8.0,7,10,639,22298
1766,Adoption,0,0,1,0,0,0,1,1,1.0,5,17,13924,22298
1767,Transfer,0,0,0,1,0,0,1,1,12.0,11,7,13924,22298
1768,Adoption,0,0,1,0,0,0,1,1,24.0,7,15,13924,3040
1769,Adoption,0,0,0,1,0,1,0,1,2.0,8,7,3212,22298
1770,Adoption,0,0,1,0,0,0,1,1,6.0,9,17,13924,3040
1771,Transfer,0,0,0,0,1,1,0,0,24.0,11,15,3212,22298
1772,Return_to_owner,0,0,0,1,0,0,1,1,24.0,5,18,13924,3040
1773,Adoption,0,0,1,0,0,0,1,1,36.0,6,12,639,3040
1774,Transfer,1,0,0,0,0,0,1,1,12.0,4,14,932,1391
1775,Adoption,0,0,0,1,0,0,1,0,24.0,11,5,13924,22298
1776,Transfer,1,0,0,0,0,0,1,1,36.0,5,15,628,22298
1777,Transfer,1,0,0,0,0,1,0,0,5.0,8,9,517,22298
1778,Return_to_owner,0,0,1,0,0,0,1,1,132.0,5,11,2772,22298
1779,Transfer,1,0,0,0,0,1,0,0,0.75,8,6,3212,22298
1780,Transfer,0,0,0,0,1,1,0,0,0.5,5,11,3212,22298
1781,Adoption,0,0,0,1,0,0,1,1,24.0,7,10,2772,3040
1782,Transfer,0,0,0,1,0,1,0,1,24.0,4,11,2292,22298
1783,Adoption,0,0,1,0,0,1,0,1,2.0,1,15,13924,22298
1784,Adoption,0,0,0,1,0,1,0,0,2.0,9,4,2292,1391
1785,Return_to_owner,0,0,1,0,0,0,1,1,24.0,1,10,13924,22298
1786,Adoption,0,0,0,1,0,0,1,1,36.0,6,18,932,22298
1787,Return_to_owner,0,0,1,0,0,0,1,1,5.0,12,17,13924,22298
1788,Transfer,0,0,1,0,0,0,1,1,12.0,10,15,13924,3040
1789,Adoption,0,0,1,0,0,0,1,1,72.0,1,12,13924,22298
1790,Return_to_owner,0,0,0,1,0,0,1,1,24.0,12,4,13924,3040
1791,Adoption,0,0,1,0,0,0,1,1,24.0,12,5,13924,22298
1792,Return_to_owner,0,0,1,0,0,0,1,1,36.0,4,14,2772,22298
1793,Transfer,0,0,0,1,0,1,0,1,2.0,7,10,517,22298
1794,Transfer,0,1,0,0,0,1,0,0,0.0,8,13,3212,22298
1795,Transfer,0,0,1,0,0,1,0,1,12.0,10,12,13924,22298
1796,Return_to_owner,1,0,0,0,0,0,1,0,0.5,12,9,13924,22298
1797,Transfer,0,1,0,0,0,0,1,0,1.0,2,17,13924,22298
1798,Adoption,0,0,1,0,0,1,0,1,2.0,11,7,3212,22298
1799,Transfer,0,0,0,1,0,0,1,1,36.0,10,13,932,22298
1800,Adoption,0,0,0,1,0,0,1,1,24.0,8,18,13924,22298
1801,Transfer,0,0,1,0,0,1,0,0,180.0,4,13,13924,22298
1802,Adoption,0,0,0,1,0,1,0,1,2.0,8,9,532,22298
1803,Adoption,0,0,1,0,0,1,0,1,2.0,9,19,3212,22298
1804,Adoption,0,0,0,1,0,0,1,0,12.0,2,12,639,22298
1805,Adoption,0,0,0,1,0,1,0,1,2.0,5,16,517,22298
1806,Transfer,0,1,0,0,0,0,1,0,3.0,1,10,13924,22298
1807,Transfer,0,0,0,0,1,1,0,0,12.0,11,16,3212,22298
1808,Transfer,1,0,0,0,0,1,0,0,1.0,11,18,2292,22298
1809,Transfer,0,0,1,0,0,0,1,0,12.0,6,17,13924,22298
1810,Euthanasia,1,0,0,0,0,1,0,0,12.0,7,8,2292,22298
1811,Transfer,0,0,0,1,0,0,1,1,3.0,3,17,13924,22298
1812,Transfer,1,0,0,0,0,1,0,0,5.0,9,9,517,22298
1813,Transfer,0,0,1,0,0,0,1,1,144.0,3,12,2772,22298
1814,Transfer,0,0,0,0,1,1,0,0,0.5,6,11,2292,22298
1815,Transfer,0,1,0,0,0,1,0,0,12.0,2,9,13924,22298
1816,Return_to_owner,0,0,1,0,0,0,1,1,96.0,11,12,13924,22298
1817,Adoption,0,0,0,1,0,0,1,1,24.0,9,11,13924,22298
1818,Transfer,0,1,0,0,0,0,1,0,4.0,5,12,13924,22298
1819,Transfer,0,1,0,0,0,1,0,0,0.75,10,17,13924,22298
1820,Transfer,1,0,0,0,0,1,0,1,12.0,7,14,13924,22298
1821,Transfer,1,0,0,0,0,1,0,0,24.0,9,9,3212,22298
1822,Adoption,0,0,1,0,0,0,1,1,12.0,8,17,13924,22298
1823,Transfer,0,0,1,0,0,0,1,0,60.0,10,10,13924,22298
1824,Adoption,0,0,0,1,0,1,0,0,10.0,9,18,13924,22298
1825,Return_to_owner,0,0,1,0,0,0,1,1,72.0,10,17,13924,22298
1826,Euthanasia,0,0,1,0,0,0,1,1,24.0,11,6,2292,22298
1827,Transfer,0,0,0,1,0,1,0,1,84.0,11,14,13924,22298
1828,Transfer,1,0,0,0,0,0,1,0,1.0,9,8,13924,3040
1829,Adoption,0,0,0,1,0,0,1,1,36.0,8,10,13924,22298
1830,Return_to_owner,0,0,0,1,0,0,1,1,48.0,1,13,13924,22298
1831,Adoption,0,0,1,0,0,1,0,1,12.0,12,10,3212,1391
1832,Adoption,0,0,1,0,0,0,1,1,72.0,6,8,13924,22298
1833,Transfer,0,0,1,0,0,0,1,1,48.0,4,17,13924,22298
1834,Adoption,0,0,1,0,0,0,1,1,36.0,2,5,13924,22298
1835,Transfer,0,0,0,1,0,0,1,1,24.0,11,17,13924,22298
1836,Adoption,0,0,0,1,0,1,0,1,2.0,9,14,13924,22298
1837,Transfer,0,1,0,0,0,0,1,0,2.0,1,19,13924,22298
1838,Return_to_owner,0,0,0,1,0,0,1,1,24.0,3,17,2772,22298
1839,Transfer,0,0,1,0,0,0,1,1,60.0,10,11,13924,22298
1840,Transfer,0,1,0,0,0,0,1,1,24.0,4,13,13924,22298
1841,Adoption,0,0,0,1,0,1,0,1,2.0,11,16,530,22298
1842,Adoption,0,0,0,1,0,0,1,1,24.0,10,19,13924,22298
1843,Return_to_owner,0,0,1,0,0,0,1,1,108.0,10,19,13924,22298
1844,Transfer,0,0,0,1,0,0,1,1,36.0,7,12,639,22298
1845,Died,0,1,0,0,0,1,0,0,0.0,10,3,2292,22298
1846,Adoption,0,0,1,0,0,0,1,1,60.0,6,13,13924,22298
1847,Adoption,0,0,0,1,0,0,1,1,24.0,7,11,13924,22298
1848,Euthanasia,0,1,0,0,0,0,1,0,84.0,7,13,2772,22298
1849,Transfer,0,0,1,0,0,1,0,1,24.0,10,13,13924,22298
1850,Died,0,0,0,0,1,1,0,0,12.0,6,10,13924,22298
1851,Adoption,0,0,0,1,0,0,1,1,12.0,11,18,2292,3040
1852,Transfer,0,1,0,0,0,1,0,0,4.0,1,9,3212,22298
1853,Adoption,0,0,0,1,0,0,1,1,36.0,8,17,13924,22298
1854,Transfer,0,0,0,0,1,1,0,0,24.0,7,9,13924,22298
1855,Return_to_owner,0,0,1,0,0,0,1,1,24.0,12,17,13924,22298
1856,Adoption,0,0,1,0,0,1,0,1,2.0,9,16,2292,22298
1857,Return_to_owner,0,0,1,0,0,0,1,1,36.0,12,11,13924,22298
1858,Adoption,0,0,0,1,0,0,1,1,4.0,8,17,2772,22298
1859,Adoption,0,0,0,1,0,0,1,1,10.0,10,1,13924,22298
1860,Adoption,0,0,1,0,0,0,1,1,24.0,6,18,639,22298
1861,Adoption,0,0,0,1,0,1,0,1,2.0,8,11,13924,22298
1862,Transfer,0,1,0,0,0,1,0,0,3.0,5,14,13924,22298
1863,Adoption,0,0,0,1,0,0,1,1,48.0,3,14,13924,22298
1864,Transfer,0,0,1,0,0,1,0,1,24.0,4,14,3212,22298
1865,Transfer,0,1,0,0,0,0,1,1,1.0,9,9,628,22298
1866,Return_to_owner,0,0,0,1,0,0,1,1,72.0,9,7,2772,22298
1867,Adoption,0,0,1,0,0,1,0,1,3.0,7,3,3212,22298
1868,Adoption,0,0,0,1,0,1,0,1,2.0,3,12,13924,22298
1869,Adoption,0,0,0,1,0,0,1,1,24.0,9,17,13924,22298
1870,Adoption,0,0,0,1,0,1,0,1,12.0,12,15,517,22298
1871,Adoption,0,0,1,0,0,1,0,1,2.0,6,13,13924,22298
1872,Transfer,0,0,1,0,0,0,1,1,72.0,1,17,13924,22298
1873,Transfer,0,1,0,0,0,0,1,1,2.0,3,16,932,1391
1874,Adoption,0,0,0,1,0,1,0,1,2.0,6,18,530,22298
1875,Adoption,0,0,1,0,0,0,1,1,12.0,1,18,639,22298
1876,Adoption,0,0,1,0,0,0,1,1,36.0,5,16,13924,22298
1877,Euthanasia,0,1,0,0,0,1,0,0,12.0,11,5,2772,22298
1878,Adoption,0,0,1,0,0,0,1,1,36.0,3,5,13924,3040
1879,Adoption,0,0,0,1,0,0,1,1,96.0,5,13,2772,22298
1880,Transfer,0,0,0,1,0,1,0,1,36.0,6,12,932,22298
1881,Adoption,0,0,1,0,0,0,1,1,24.0,8,18,628,22298
1882,Adoption,0,0,0,1,0,0,1,1,60.0,3,13,932,1391
1883,Transfer,0,0,0,0,1,1,0,0,0.25,7,11,3212,22298
1884,Transfer,1,0,0,0,0,0,1,1,24.0,1,11,13924,1391
1885,Transfer,0,1,0,0,0,1,0,1,24.0,5,13,13924,22298
1886,Adoption,0,0,0,1,0,0,1,1,3.0,8,18,13924,22298
1887,Return_to_owner,0,0,1,0,0,0,1,1,120.0,4,11,13924,22298
1888,Transfer,0,0,1,0,0,1,0,1,24.0,12,12,13924,22298
1889,Return_to_owner,0,1,0,0,0,0,1,1,12.0,4,7,2292,22298
1890,Adoption,0,0,0,1,0,0,1,1,24.0,5,7,13924,22298
1891,Adoption,0,0,1,0,0,0,1,1,6.0,12,17,13924,22298
1892,Transfer,0,0,1,0,0,1,0,1,96.0,3,16,13924,22298
1893,Euthanasia,0,0,1,0,0,1,0,1,24.0,6,13,2292,22298
1894,Euthanasia,1,0,0,0,0,0,1,0,72.0,3,11,639,22298
1895,Adoption,0,0,1,0,0,0,1,1,108.0,12,11,932,1391
1896,Adoption,0,0,1,0,0,1,0,1,3.0,2,18,3212,22298
1897,Adoption,0,0,1,0,0,0,1,1,36.0,8,17,13924,22298
1898,Return_to_owner,0,0,0,1,0,1,0,1,24.0,11,15,530,22298
1899,Adoption,0,0,1,0,0,0,1,1,12.0,4,5,13924,22298
1900,Transfer,0,1,0,0,0,1,0,0,4.0,11,18,3212,22298
1901,Transfer,1,0,0,0,0,1,0,0,1.0,6,14,3212,22298
1902,Euthanasia,0,1,0,0,0,0,1,1,4.0,1,18,13924,22298
1903,Transfer,0,1,0,0,0,1,0,0,0.75,6,3,13924,22298
1904,Return_to_owner,0,0,1,0,0,0,1,1,72.0,6,18,932,22298
1905,Adoption,0,0,1,0,0,0,1,1,48.0,12,3,2772,1391
1906,Transfer,1,0,0,0,0,1,0,0,0.5,9,14,13924,22298
1907,Adoption,0,0,0,1,0,1,0,1,1.0,5,8,13924,22298
1908,Adoption,0,0,0,1,0,1,0,0,2.0,5,11,517,22298
1909,Euthanasia,0,0,1,0,0,0,1,1,36.0,11,11,13924,22298
1910,Return_to_owner,0,0,1,0,0,0,1,1,108.0,6,15,13924,22298
1911,Adoption,0,0,0,1,0,0,1,1,24.0,1,17,2292,22298
1912,Return_to_owner,0,0,0,1,0,0,1,1,12.0,12,8,13924,22298
1913,Transfer,1,0,0,0,0,0,1,1,2.0,6,11,13924,22298
1914,Return_to_owner,0,0,1,0,0,0,1,1,12.0,1,12,932,22298
1915,Adoption,0,0,0,1,0,1,0,1,12.0,11,1,517,22298
1916,Transfer,0,1,0,0,0,0,1,1,24.0,1,14,13924,3040
1917,Transfer,1,0,0,0,0,1,0,0,0.0,3,16,3212,22298
1918,Adoption,0,0,0,1,0,1,0,1,2.0,7,19,3212,22298
1919,Transfer,0,1,0,0,0,1,0,0,24.0,6,9,3212,22298
1920,Adoption,0,0,1,0,0,0,1,1,36.0,11,11,639,22298
1921,Return_to_owner,0,0,1,0,0,0,1,1,12.0,7,17,13924,22298
1922,Return_to_owner,1,0,0,0,0,0,1,1,120.0,6,16,2292,22298
1923,Adoption,0,0,1,0,0,0,1,1,6.0,7,8,2772,22298
1924,Died,0,1,0,0,0,1,0,1,1.0,10,18,3212,22298
1925,Adoption,0,0,0,1,0,1,0,1,12.0,4,15,13924,22298
1926,Adoption,0,0,0,1,0,0,1,1,36.0,5,9,13924,22298
1927,Return_to_owner,0,0,0,1,0,0,1,1,108.0,12,16,13924,1391
1928,Return_to_owner,1,0,0,0,0,0,1,1,36.0,1,11,628,22298
1929,Adoption,0,0,0,1,0,0,1,0,2.0,6,18,13924,22298
1930,Transfer,1,0,0,0,0,0,1,0,10.0,10,12,13924,3040
1931,Transfer,0,0,0,0,1,0,1,1,6.0,6,24,932,22298
1932,Adoption,0,0,1,0,0,0,1,1,36.0,2,17,13924,1391
1933,Transfer,0,0,1,0,0,0,1,0,24.0,5,5,639,22298
1934,Adoption,0,0,0,1,0,0,1,1,12.0,12,15,2772,3040
1935,Transfer,0,0,1,0,0,0,1,1,11.0,12,16,13924,3040
1936,Transfer,0,0,0,0,1,1,0,0,0.5,6,17,13924,22298
1937,Adoption,0,0,0,1,0,0,1,1,132.0,9,8,13924,1391
1938,Adoption,0,0,1,0,0,0,1,0,2.0,4,17,2772,22298
1939,Transfer,0,0,0,1,0,0,1,1,12.0,11,15,13924,3040
1940,Transfer,0,0,1,0,0,0,1,1,12.0,5,17,13924,3040
